depth,tropismN,tropismS,rRLD,An,CV,prld_stand,prld_highr,prld_cont,vrld_sl,vrld_2sc,vrld_4sc,vrld_sc_ir,vrld_sc_ip,prvd_stand,prvd_highr,prvd_cont,vrvd_sl,vrvd_2sc,vrvd_4sc,prcd_stand,prcd_highr,prcd_cont
-120.0,1.0,0.025,0.012078643934337245,0.504276857724126,0.5608745394704152,0.026013309873782902,0.020311400842899223,0.028776276298018523,0.016456974758307447,0.01777978531832703,0.019156702975362358,0.0008527266030353132,0.037460679347689416,0.00014556229475409314,8.019481791413773e-05,0.0001323891033171265,8.88703672574002e-05,9.877101942249126e-05,9.817004772685477e-05,0.00014556229475409314,0.0010714285714285715,0.15
-10.0,1.0,0.025,3.1971552010971203,0.2459534664201502,0.07301856839684942,3.1024881191899385,2.919329196563738,3.0457121140165855,4.346001662243549,4.517949472727582,4.485481412195343,4.155760316341354,4.815202508049381,0.014110205563490519,0.013695999514073243,0.01420574013547295,0.0202848184571925,0.021112926837043612,0.021017592080471194,0.014110205563490519,0.15354166666666666,15.833333333333332
-20.0,1.0,0.025,2.011003701592946,0.31440356745690934,0.17588739564502678,2.0794975110510703,1.863096214411619,1.9576106721129194,2.733625639099959,2.7331003229202726,2.788587145709626,2.6155858574253985,2.961588433993829,0.009634407026659124,0.008338415643612377,0.00886607956120792,0.012927861631677433,0.01288012485706912,0.01311178171444643,0.009634407026659124,0.09610119047619047,9.903571428571428
-40.0,1.0,0.025,1.2861049107394014,0.362270572585851,0.2911757223555515,0.7987100047542409,0.8880659903251094,0.8759969655597541,1.7482460901413213,1.8044495966270926,1.716178647410026,1.6641608590043724,1.7681964358156694,0.0034403530491063624,0.003763507791523529,0.0036898907282964417,0.008336681788162785,0.008558228273301693,0.008175328143264639,0.0034403530491063624,0.04616071428571429,4.525
-60.0,1.0,0.025,0.8242276968973867,0.4045171570215231,0.48108231458339795,0.5089129503440539,0.5112736821766749,0.48423449884094005,1.1204007048372255,1.1962587032900662,1.147700629695064,1.191292578134704,1.104108681255416,0.0022853781409068142,0.0023086187256859923,0.0021664900884403706,0.005436001430696593,0.005824221401062997,0.0055490694571552176,0.0022853781409068142,0.025863095238095234,2.5178571428571432
-80.0,1.0,0.025,0.4104083497875355,0.4519765010000724,0.5098192909645246,0.29306297551959576,0.34648094199778745,0.34463825493132183,0.5578820101580297,0.5600678674346573,0.5520430330727942,0.4959287244232024,0.6081573417223854,0.0012898969956967577,0.001586459998702308,0.0015848578273263527,0.002796714454895995,0.0027923114287302596,0.0028228187291080955,0.0012898969956967577,0.01797619047619048,1.8035714285714286
-120.0,1.0,0.025,0.012550287921397885,0.5037224663181867,0.6055692168861018,0.017613982490603246,0.01698419381767946,0.011504962305862503,0.017060032665700258,0.022580947821810787,0.021222106258744225,0.0,0.04244421251748845,4.980236219364456e-05,8.539735983612277e-05,5.7503983164317884e-05,9.246779767553754e-05,0.00011615849564333488,0.00010805599786131302,4.980236219364456e-05,0.0008630952380952381,0.0630952380952381
-10.0,1.0,0.025,3.185961534220309,0.24662704286777926,0.10358265737408172,3.5557486922175086,3.553349826068422,3.6474677440768337,4.343428935198301,4.168527841827234,4.213406844420241,4.256395481389198,4.170418207451273,0.01683211326730609,0.0164295540698299,0.017199733295920675,0.02028512432233722,0.019386196106322844,0.01956513122333729,0.01683211326730609,0.18377976190476192,18.658333333333335
-20.0,1.0,0.025,2.005475255025401,0.3156867042570179,0.16668693712000673,2.114122129637078,2.1869549435306688,2.206895003476787,2.734069183805525,2.718015550435775,2.782711491909206,2.7538302586598946,2.8115927251585386,0.009491321436150914,0.009906961648945252,0.010161416063592513,0.012931433961771318,0.012919784083851384,0.01321696743725971,0.009491321436150914,0.11050595238095236,11.091666666666667
-40.0,1.0,0.025,1.2659429266468598,0.36367668038026657,0.3129054949711479,0.7583355417140905,0.7555342619117354,0.8054300986940157,1.7258630020632786,2.2887948664628266,1.9130745493263899,2.038548926402136,1.7876001722506325,0.0033376468460984783,0.003262308949903077,0.00342758266580264,0.008240987075431272,0.010859274925087006,0.009159608187502855,0.0033376468460984783,0.038690476190476185,4.151190476190477
-60.0,1.0,0.025,0.8366364728597362,0.4034564590870864,0.4742483839535972,0.5069553132554778,0.4607591237240854,0.495055316255276,1.1405884928081949,1.3652708600638606,1.3024865591240289,1.3252278034047351,1.279745314843315,0.002129975862958668,0.002089909284134245,0.0020836038514311945,0.005528432014089472,0.006695191037501266,0.006394280244560045,0.002129975862958668,0.023988095238095235,2.552380952380952
-80.0,1.0,0.025,0.42084942821754345,0.4512788926186973,0.5079429994213109,0.20654866084074888,0.260975914291249,0.2584114523753052,0.5737450261869161,0.5941892634395012,0.7004600781608328,0.6036578769712279,0.797262279350436,0.0008687418104116089,0.0012348677161896635,0.0011581863109068448,0.002868462467072519,0.0029394267997099196,0.0035076036737568058,0.0008687418104116089,0.01318452380952381,1.332142857142857
-120.0,1.0,0.025,0.011734698078253053,0.5042444889049064,0.4766326658230245,0.016312519533929558,0.015075772087748341,0.017533929930489866,0.01599794179290795,0.06516696147687057,0.07611045736280875,0.043954643796526534,0.10826627092909105,9.997741844375253e-05,9.816419120067693e-05,0.00010461180053824727,8.679875509598882e-05,0.000296061122239387,0.000364019310187886,9.997741844375253e-05,0.0008630952380952381,0.09880952380952382
